name,avg_objects_per_frame,avg_pitch,avg_roll,avg_yaw,blink_rate_per_sec,blinks_early,blinks_late,blinks_mid,body_movement_bursts,body_movement_rate,dominant_emotion,duration,emotion_Angry,emotion_Fear,emotion_Happy,emotion_Neutral,emotion_Sad,emotion_Unknown,emotion_switch_rate,emotion_switches,engagement_score,eye_dir_center,eye_dir_down,eye_dir_left,eye_dir_right,eye_dir_up,eye_direction_entropy,filename,final_emotion,head_jerk_rate,head_rotation_per_sec,head_rotation_variance,label,max_blink_streak,person_presence_gaps,person_visible_ratio,suspicious_object_detected,time_to_first_emotion_switch,total_blinks,unique_objects_count
f46c251a,2.535083,69.550265,-39.129397,2.471267,2.44353,17,40,39,1,0.268665,Neutral,5.97,1.808836,0.835565,2.143114,2.645731,0.18052,0.67348,0.660652,396,0.902609,0.794326,0.177786,0.12133,0.088098,0.13791,0.442688,7cae29e5.json,Neutral,0.850316,91.481989,16200.092149,cheating,5,2,0.994365,1,9.452646,514,5
4b148023,1.910514,65.2411,-41.565414,79.828281,1.827277,17,15,44,12,0.481074,Happy,4.85,0.99219,0.906555,1.18549,0.712588,0.850514,0.760745,0.836366,287,0.242643,0.420205,0.064335,0.151973,0.000794,0.180953,0.793767,8a7fdc67.json,Neutral,0.470144,64.846844,9429.991275,cheating,25,1,0.981839,0,8.853968,540,11
643c4e1e,1.504181,72.786505,-42.370073,-84.262212,2.157495,22,45,23,4,0.313139,Happy,1.69,0.78177,0.039473,1.363666,1.248329,0.537787,0.530027,0.439421,152,0.411097,0.739556,0.168313,0.172374,0.146641,0.09301,0.508882,18ce521d.json,Sad,0.380485,120.42175,14726.953172,cheating,8,8,0.961988,0,9.303649,103,3
b891cd28,1.373149,96.222907,-39.269064,64.797737,1.711089,18,37,25,26,0.179749,Sad,3.17,2.483712,0.489107,2.479136,1.309017,0.237466,0.951025,0.831147,514,0.400271,0.415104,0.151638,0.167419,0.051047,0.07053,0.666118,595c8f64.json,Happy,0.859388,40.032465,5088.258207,cheating,13,2,0.911497,0,2.804058,54,19
f09e09a1,2.0942,84.599991,-42.815276,-61.587274,1.999166,38,18,42,1,0.252338,Neutral,7.43,0.313373,0.813771,1.143032,1.099677,0.381234,0.829275,0.287926,399,0.313643,0.754121,0.091557,0.136784,0.062617,0.187181,0.504312,8f2ad566.json,Sad,0.441842,115.106846,9539.06636,cheating,35,8,0.81319,0,8.070343,568,17
d4c4f975,2.974758,81.501319,-32.664759,-82.723067,1.712504,48,11,10,19,0.276915,Sad,4.38,0.920287,0.709147,0.757921,3.340797,0.481352,0.122838,0.784647,45,0.342567,0.354274,0.12965,0.143495,0.018761,0.178626,0.427202,ea0b1699.json,Happy,0.533622,136.37885,597.597818,cheating,13,3,0.881298,1,3.529062,269,12
f499cb6e,0.793898,69.35084,-37.762059,-10.853031,0.530476,45,12,9,28,0.533176,Sad,6.82,2.183608,0.633657,2.252848,2.078102,0.494719,0.062465,0.025113,87,0.741134,0.657383,0.013521,0.123318,0.079716,0.08722,0.362298,6dd3c32a.json,Sad,0.511357,170.772645,11647.1636,cheating,30,3,0.966328,0,3.862741,282,6
cf057b89,0.887621,76.071468,-34.410201,-49.787075,1.812687,44,49,29,27,0.069263,Angry,1.93,0.648735,0.429783,1.165367,3.648897,0.939502,0.146771,0.907019,63,0.451547,0.470282,0.156701,0.024224,0.079501,0.060613,0.391565,0ed7112b.json,Sad,0.682114,265.474937,16843.193845,cheating,4,1,0.978751,0,6.810101,480,10
5d7c2308,0.673381,78.494296,-30.460826,82.962546,1.345342,4,44,0,12,0.468349,Neutral,1.48,1.552664,0.799329,1.219092,1.892689,0.925057,0.122716,0.38529,124,0.994268,0.392205,0.199394,0.138017,0.108958,0.170149,0.641967,95413307.json,Sad,0.507009,220.735094,10947.728584,cheating,16,1,0.871413,1,8.615386,238,8
c266d3b3,2.862071,96.550778,-31.979665,-73.009412,0.654355,43,29,39,22,0.456148,Happy,8.72,1.034556,0.365861,0.991804,2.273645,0.72515,0.962706,0.996554,108,0.370988,0.422235,0.030363,0.135759,0.097363,0.058285,0.522883,95fd582d.json,Neutral,0.238749,139.776557,15124.897649,cheating,32,5,0.809253,1,2.627631,279,13
7ae27ac1,1.150806,80.334545,-32.710217,54.335086,1.304217,24,10,11,4,0.363603,Happy,6.82,2.046786,0.303086,0.755277,0.986298,0.324076,0.150804,0.59255,382,0.408766,0.252786,0.118228,0.181933,0.193733,0.083821,0.799087,bae026bc.json,Happy,0.735214,73.050814,4004.381867,cheating,29,1,0.986755,1,2.926904,106,17
87ea8721,2.8094,60.396866,-32.433909,95.231583,1.304284,32,3,42,10,0.268022,Happy,2.81,0.933685,0.453301,1.420667,1.470853,0.708763,0.649104,0.005243,362,0.404127,0.773414,0.184241,0.15703,0.139812,0.130747,0.594571,3ea41f2f.json,Sad,0.447059,138.49322,3475.423369,cheating,16,1,0.897416,1,2.668932,218,11
8d8d1185,1.062179,92.513551,-43.240769,-0.519777,0.465569,23,5,32,14,0.483328,Neutral,0.59,0.296374,0.917383,0.84445,0.818528,0.470869,0.312637,0.123944,490,0.810007,0.473449,0.155677,0.108544,0.036455,0.149287,0.542466,8552b538.json,Neutral,0.774148,263.187445,8616.970238,cheating,34,2,0.978495,0,2.473345,179,3
5b55b881,2.342044,81.441961,-30.417835,-30.634029,0.456528,33,1,35,27,0.138239,Happy,2.09,0.572166,0.784354,2.230619,1.364034,0.051342,0.621665,0.982657,31,0.387392,0.530042,0.019904,0.10574,0.10682,0.108201,0.564058,3105e3fc.json,Neutral,0.844613,147.681764,10714.17677,cheating,23,1,0.961763,1,6.266335,263,10
3972f6df,2.498136,72.308545,-37.475255,6.533985,1.019745,37,22,7,0,0.432228,Neutral,2.17,1.056243,0.58243,2.96703,3.644427,0.363365,0.849641,0.218119,293,0.640012,0.380423,0.184528,0.132886,0.17081,0.089767,0.422578,e9323d91.json,Neutral,0.317592,23.071711,11090.072646,cheating,14,1,0.82431,0,4.750609,336,17
6c174aec,1.441711,83.402408,-36.068234,98.496782,1.706167,13,8,18,0,0.044487,Sad,1.78,1.095921,0.232395,1.90269,1.371627,0.891768,0.923691,0.590648,473,0.270921,0.506626,0.09202,0.051321,0.069828,0.165899,0.785238,a1ee8e76.json,Sad,0.872054,35.927965,8481.23804,cheating,11,2,0.843386,1,3.696094,283,4
765aa9a6,0.504632,90.181797,-30.601203,-70.377313,0.887976,48,41,50,16,0.266637,Sad,2.16,1.539154,0.990618,2.916815,3.088418,0.462536,0.281722,0.99732,536,0.850945,0.142791,0.062376,0.057375,0.196988,0.115942,0.424526,e87b947e.json,Sad,0.958913,163.974222,13301.297681,cheating,7,3,0.838288,1,7.337071,598,12
3196a36a,1.660943,90.970118,-33.053069,-46.137012,0.665947,30,42,40,17,0.379108,Sad,1.76,2.129447,0.563071,2.29406,3.925774,0.520999,0.825229,0.022111,463,0.867918,0.343274,0.045276,0.058348,0.026521,0.126178,0.517166,c88d8172.json,Happy,0.296902,201.791209,12781.702958,cheating,18,0,0.959865,0,9.324874,222,19
8c12568f,2.325021,84.207568,-38.629813,41.023962,1.668437,29,20,1,24,0.082484,Happy,5.68,0.289369,0.768631,2.242388,0.740988,0.326278,0.531464,0.615386,256,0.637004,0.636819,0.000633,0.118256,0.068981,0.08221,0.644407,82615179.json,Sad,0.477167,217.996158,5290.690042,cheating,10,5,0.807124,1,3.563344,437,6
8ed19e16,2.694147,79.401877,-38.953052,62.422087,0.519307,36,25,21,15,0.500172,Happy,6.4,2.764958,0.634217,2.341346,3.847348,0.531973,0.457278,0.609977,270,0.158093,0.203729,0.16326,0.180996,0.105525,0.095876,0.474187,329a96ec.json,Happy,0.537855,106.346629,9661.095674,cheating,16,0,0.842468,0,2.700632,540,7
1c671762,2.021236,82.924313,-37.898179,-54.807254,1.058051,1,26,31,15,0.587218,Sad,7.94,0.504195,0.638755,2.399345,1.773876,0.591691,0.545539,0.702526,382,0.327304,0.165726,0.19744,0.06995,0.096556,0.149732,0.311599,ad8eeb7a.json,Happy,0.40138,228.542947,9959.514719,cheating,20,2,0.924057,0,6.591914,469,12
ee80a5b7,1.158617,83.115655,-37.63016,126.746812,1.179486,36,4,1,27,0.434114,Angry,0.43,0.583275,0.084912,1.673695,1.255916,0.031243,0.426351,0.378948,578,0.959286,0.487033,0.169089,0.095006,0.100187,0.070273,0.551448,c290c547.json,Neutral,0.619899,106.858309,11841.466246,cheating,33,6,0.848278,1,9.342334,291,19
9f431bbe,1.809472,95.781394,-32.620733,-30.686629,2.454741,47,35,24,4,0.514741,Neutral,2.71,2.776104,0.984693,0.776634,2.326078,0.515382,0.908714,0.759248,189,0.649683,0.45755,0.140583,0.174489,0.108285,0.122725,0.441402,52db3b62.json,Happy,0.583591,115.83085,10614.35286,cheating,9,4,0.884163,0,5.047681,593,2
e69530f9,0.731839,97.845524,-32.399106,143.695843,1.819217,49,29,5,18,0.298473,Happy,4.14,1.753418,0.14884,1.293807,1.926055,0.394236,0.570985,0.130033,281,0.909269,0.5855,0.004001,0.149205,0.19589,0.007496,0.439026,84822637.json,Sad,0.253087,212.936036,14144.372699,cheating,26,3,0.95514,1,6.750466,226,20
76c7def7,2.845472,91.426299,-30.738889,104.061117,0.761737,39,25,0,15,0.186772,Angry,6.27,2.584126,0.590968,1.133663,1.259358,0.552686,0.888761,0.794139,491,0.716073,0.215652,0.033977,0.199234,0.152535,0.036745,0.697401,13023f26.json,Neutral,0.932392,25.618845,5702.295909,cheating,5,4,0.969253,1,9.506127,546,18
f8592047,2.600001,71.881207,-41.426881,95.59602,1.330625,17,19,47,12,0.146909,Sad,3.56,1.77812,0.397237,0.910983,0.816981,0.71677,0.823944,0.165352,275,0.62343,0.542391,0.172323,0.152369,0.163951,0.065127,0.71653,452c9029.json,Neutral,0.664901,291.091781,16526.318886,cheating,6,5,0.907294,0,8.467071,440,2
ed454cd5,2.581038,93.94546,-36.594868,59.384318,1.40112,34,12,31,2,0.435867,Sad,8.1,1.255808,0.155362,0.554816,1.478631,0.268944,0.135151,0.504687,380,0.063124,0.264461,0.001133,0.030971,0.067916,0.192895,0.441472,3a1befed.json,Neutral,0.149559,39.147974,699.08243,cheating,19,7,0.842639,0,8.971574,243,18
8eb70253,0.896736,62.92142,-40.633556,21.500042,1.598815,29,34,50,15,0.53539,Neutral,2.74,2.030226,0.398713,2.285807,3.364734,0.502032,0.561498,0.367654,290,0.688566,0.549931,0.06679,0.183001,0.109009,0.046232,0.41408,24b4d00d.json,Sad,0.584013,38.985025,2561.450263,cheating,31,6,0.887212,1,2.592628,316,19
95c75c2f,2.044851,66.84737,-40.866719,23.679778,1.376341,44,33,6,9,0.32937,Angry,6.17,2.109968,0.570437,2.976648,1.188587,0.335392,0.4019,0.442309,596,0.36119,0.544667,0.16868,0.041285,0.129437,0.023925,0.475669,ff269f02.json,Happy,0.47113,96.534544,16395.44728,cheating,10,1,0.936804,1,4.743083,196,16
7882b8d8,2.663443,60.7096,-44.589805,-31.079403,0.862141,10,11,44,22,0.146227,Angry,8.62,0.679966,0.704397,2.232542,1.19592,0.829124,0.282829,0.795005,79,0.65064,0.376959,0.069692,0.034025,0.012174,0.039515,0.631264,01bd48eb.json,Happy,0.290428,161.738078,8869.665664,cheating,15,8,0.831452,1,2.847397,454,7
0f56ccfe,0.796702,87.295226,-35.137038,128.701734,0.641745,36,32,49,24,0.568321,Sad,5.81,0.154909,0.064536,1.16548,2.051025,0.517411,0.21847,0.965499,595,0.634866,0.562834,0.19048,0.127761,0.073591,0.078311,0.479531,7da7ae2a.json,Happy,0.590265,30.660232,8454.518315,cheating,4,8,0.840486,0,6.774907,213,4
63e1377d,2.872129,84.164882,-35.374289,-117.897681,1.070747,32,25,42,2,0.582697,Angry,5.24,0.607016,0.328702,1.56514,3.70993,0.588772,0.311612,0.866196,272,0.531401,0.370556,0.196088,0.107143,0.013106,0.175042,0.673261,331394ce.json,Sad,0.421455,227.306168,3097.431384,cheating,29,1,0.852939,1,4.662251,14,14
b40b6881,2.623302,85.59045,-30.807736,-61.714401,2.22487,8,40,26,25,0.584848,Sad,8.52,2.135523,0.83711,0.752145,2.022941,0.526081,0.457415,0.353157,271,0.239737,0.332638,0.128674,0.194174,0.150837,0.19768,0.589331,9f343e5f.json,Happy,0.477615,120.576039,14196.028102,cheating,30,5,0.844607,0,9.90189,57,2
db2db5ce,1.068753,82.440397,-35.893559,158.281295,1.231008,34,3,3,4,0.219303,Angry,5.41,2.381967,0.641735,2.02696,2.615078,0.989027,0.836994,0.320556,130,0.26178,0.302122,0.025397,0.058287,0.154471,0.099339,0.732788,68ca0859.json,Sad,0.34731,203.176145,727.141142,cheating,32,4,0.841821,0,2.811334,262,13
14cd25b7,2.728588,82.404242,-40.708418,112.280098,2.014433,23,46,44,0,0.404722,Sad,3.63,1.35952,0.655019,1.63848,2.961749,0.227031,0.417493,0.245642,209,0.62935,0.680328,0.123339,0.045439,0.129296,0.173412,0.569709,127edecf.json,Sad,0.978129,115.974717,1349.527057,cheating,23,5,0.891146,0,3.188573,465,4
1cb6bf3b,0.971154,97.856682,-44.286599,75.373953,2.249712,43,15,11,11,0.074891,Happy,1.0,0.197299,0.103225,1.397523,1.484829,0.779173,0.389754,0.401992,432,0.773785,0.488632,0.176296,0.197263,0.186581,0.117246,0.687761,d27b1af8.json,Happy,0.867723,25.501291,9602.80253,cheating,14,4,0.847741,1,7.66981,262,2
1caac832,2.128426,87.517203,-44.02972,92.088794,2.244442,3,1,42,22,0.418038,Sad,4.26,2.843194,0.938732,1.023223,3.445905,0.328118,0.479664,0.789123,203,0.149872,0.709156,0.14701,0.0369,0.010512,0.051552,0.478018,435949d6.json,Neutral,0.48039,279.051242,2039.410087,cheating,35,5,0.983706,0,1.297097,433,10
d7385e60,2.334537,99.571832,-34.664045,102.458015,0.643013,20,34,6,22,0.092538,Sad,8.81,1.64927,0.913981,0.714773,1.47705,0.983234,0.746811,0.551272,428,0.256361,0.130099,0.075293,0.194118,0.001795,0.01145,0.488269,30af9e6e.json,Neutral,0.808133,196.821471,4446.315672,cheating,8,7,0.938489,1,9.703896,58,11
040e1578,1.918083,66.779782,-35.694796,-37.857831,0.357647,1,2,8,18,0.512613,Sad,6.21,2.302509,0.569313,1.292006,2.938238,0.823789,0.104973,0.778272,538,0.976654,0.145619,0.031589,0.179678,0.053393,0.192331,0.780387,192eb063.json,Neutral,0.980019,192.353197,2955.542716,cheating,17,1,0.829265,1,3.918416,21,9
7a2c5b62,0.732189,72.892573,-42.984268,29.84366,0.380973,49,2,10,20,0.508771,Neutral,1.05,2.710867,0.865909,2.42383,1.985717,0.909335,0.773841,0.207834,533,0.179191,0.702261,0.17588,0.130066,0.059626,0.095322,0.662562,82c56406.json,Sad,0.386209,237.090302,3954.114653,cheating,27,5,0.863188,0,1.535215,81,6
c723a324,0.836031,65.872662,-42.958982,-90.436707,1.610116,48,4,27,30,0.359813,Neutral,0.34,0.04293,0.473572,2.154069,0.912728,0.265721,0.128275,0.124985,525,0.55635,0.462264,0.113672,0.064808,0.161075,0.167495,0.758792,3be6a264.json,Happy,0.690679,25.956567,10244.034928,cheating,5,7,0.931615,0,3.908666,582,6
fa27f096,0.697346,77.121501,-31.719998,111.204389,1.151595,35,34,46,12,0.596143,Happy,5.93,1.564858,0.828781,2.067498,3.16391,0.276762,0.505676,0.911053,367,0.937797,0.148735,0.17103,0.105662,0.125165,0.144159,0.730265,532d32b9.json,Happy,0.901635,186.641263,16806.515634,cheating,27,1,0.952629,1,3.697098,496,19
d6c432e1,1.338414,73.137388,-40.403937,83.400518,1.857713,5,17,6,9,0.196445,Happy,5.9,2.725715,0.546215,1.353651,0.953155,0.902128,0.603696,0.613913,450,0.382228,0.250565,0.149984,0.153063,0.047961,0.150435,0.560571,bedbce6d.json,Neutral,0.363826,208.264499,16815.001085,cheating,8,4,0.946236,0,9.152031,130,12
271f0e69,2.808821,94.37802,-36.682789,13.93092,2.102967,14,14,27,6,0.149686,Neutral,1.86,2.183705,0.358741,2.30912,2.105672,0.469686,0.888361,0.19623,145,0.494931,0.44401,0.176085,0.109341,0.142011,0.192742,0.702851,34166bd5.json,Neutral,0.209563,284.083033,17018.691352,cheating,34,4,0.802573,0,7.34997,279,16
5c04fd62,2.90463,62.436497,-44.881159,12.366679,0.943373,30,29,45,6,0.333709,Angry,4.99,1.067608,0.874062,2.278683,1.757742,0.241596,0.926629,0.72455,5,0.465525,0.64767,0.171112,0.07702,0.099164,0.098786,0.582594,b1501aa6.json,Sad,0.598061,56.752808,3964.078645,cheating,21,2,0.914398,1,1.974597,590,19
cf875b86,0.841387,79.625881,-37.308897,95.23181,0.398708,47,22,29,18,0.360979,Angry,0.63,0.625181,0.360809,2.124794,1.691603,0.789651,0.054084,0.295234,102,0.267242,0.668641,0.034737,0.023154,0.033577,0.069425,0.522808,6ff93e30.json,Happy,0.509731,230.263579,13799.662065,cheating,13,7,0.978716,0,3.857399,59,16
c3609d3b,0.754361,83.380467,-42.672276,-115.732299,0.722402,1,40,50,8,0.417587,Happy,7.28,0.084367,0.42553,2.093329,3.523189,0.256188,0.469808,0.149283,540,0.342665,0.502621,0.077848,0.034472,0.188261,0.033348,0.611884,18691dd4.json,Happy,0.10512,174.709841,688.517135,cheating,26,8,0.918444,1,4.933828,481,17
a1a6ba2a,1.088204,88.061824,-40.302532,35.565486,1.150744,37,17,38,22,0.176806,Angry,1.68,2.580491,0.745111,2.468396,2.890194,0.787172,0.818739,0.76958,28,0.296094,0.120198,0.093738,0.133562,0.173701,0.127099,0.35352,85103999.json,Happy,0.273873,129.237631,5330.69146,cheating,9,8,0.894527,0,9.568044,398,17
5cdf6f80,2.91188,80.399974,-38.535601,-14.293674,1.229592,29,42,9,10,0.453318,Neutral,7.84,1.833617,0.700576,1.470442,3.434263,0.079074,0.422114,0.707071,80,0.205383,0.512564,0.055272,0.093263,0.149251,0.191644,0.56747,015e44e6.json,Neutral,0.353064,54.377301,17094.283994,cheating,15,0,0.868125,1,5.013739,524,18
1fce434b,2.584252,78.847857,-43.319161,132.352324,1.351071,7,21,16,19,0.397084,Sad,9.79,1.5723,0.029502,1.150112,1.711323,0.186205,0.555196,0.075978,426,0.521657,0.407543,0.151518,0.005417,0.181124,0.125635,0.578641,f77ac566.json,Happy,0.814115,248.351298,11597.707284,cheating,32,7,0.847814,0,8.410186,591,8
0a7d702d,2.923804,64.176663,-42.906656,-88.552671,1.78628,16,11,42,5,0.296789,Sad,2.99,1.838257,0.343588,0.855169,2.180094,0.631586,0.977221,0.968964,29,0.630647,0.190982,0.110397,0.021501,0.13148,0.05495,0.667713,dbe3bfed.json,Happy,0.700195,32.420351,18423.400565,cheating,19,3,0.870134,0,7.757908,76,4
4f830aea,1.517933,93.654906,-37.895585,-41.455617,2.13637,8,40,12,3,0.190473,Happy,9.21,2.105359,0.665379,0.749761,3.843234,0.091232,0.618513,0.185742,301,0.125725,0.76741,0.110829,0.166089,0.059508,0.146773,0.595538,b28a4969.json,Neutral,0.983597,245.132047,15050.868812,cheating,17,6,0.88844,1,7.386602,173,18
96e91bee,2.723888,78.011537,-41.858155,-83.220507,0.920879,20,32,25,29,0.224042,Happy,7.26,2.001819,0.87852,2.803629,2.506772,0.088309,0.93093,0.283384,10,0.222527,0.525295,0.025029,0.086353,0.017856,0.030453,0.753876,06e20adc.json,Neutral,0.511519,89.61219,10077.141149,cheating,15,6,0.810781,0,7.716774,372,4
6ce21d39,2.154785,69.337296,-39.62591,11.611108,1.689774,2,21,50,5,0.096769,Neutral,9.29,2.212621,0.250553,0.636206,2.840383,0.279625,0.098084,0.783947,186,0.713131,0.191499,0.145847,0.01022,0.018651,0.151112,0.759319,783edefa.json,Happy,0.379447,133.035513,9664.13852,cheating,19,7,0.999765,0,4.232602,329,19
560e4f79,2.673888,96.649754,-38.626879,-70.234367,0.365886,33,5,8,7,0.564296,Happy,0.46,0.060488,0.602453,0.957818,2.927831,0.043488,0.909799,0.6189,435,0.502804,0.653886,0.065354,0.02197,0.020529,0.041659,0.332048,f03db96c.json,Happy,0.167132,101.64895,15294.644281,cheating,23,1,0.914201,1,3.079341,182,8
12838804,1.032006,97.949495,-32.162487,-41.743518,1.518981,9,34,38,27,0.128378,Angry,6.1,2.336386,0.094125,0.501032,0.743093,0.423556,0.812149,0.661205,374,0.387361,0.133219,0.146173,0.160369,0.186409,0.026735,0.469427,77131683.json,Neutral,0.249023,274.223752,7574.721307,cheating,28,8,0.95541,0,6.036245,357,14
8414e6f5,2.458361,67.985444,-44.184619,14.605524,2.453303,49,12,23,4,0.206932,Neutral,4.83,0.042361,0.227316,1.582292,3.648151,0.82555,0.65342,0.727304,57,0.093972,0.71295,0.184453,0.001389,0.137833,0.014212,0.482247,844a8c77.json,Happy,0.647914,193.802744,5566.365697,cheating,16,3,0.890851,0,6.386091,248,3
f8fcaef3,1.095514,67.370083,-31.836477,-4.394331,1.918974,14,11,20,12,0.36271,Sad,7.96,1.252402,0.342324,2.16382,3.821835,0.252439,0.047751,0.202661,221,0.602722,0.328808,0.172545,0.031237,0.179639,0.127865,0.679297,264bfda9.json,Happy,0.460356,115.247439,16596.211866,cheating,13,5,0.919399,1,4.209372,119,5
bf885b45,0.710518,79.327979,-43.784833,-53.470343,1.771416,20,7,30,11,0.401021,Sad,6.2,2.145598,0.734196,2.145308,2.898135,0.820541,0.310368,0.108687,261,0.305218,0.618045,0.188191,0.171997,0.143301,0.123711,0.603798,dbaf3058.json,Neutral,0.761908,299.608491,14748.872924,cheating,13,7,0.864472,1,9.725511,244,19
2cb6765d,1.023365,84.160159,-41.942718,55.163242,0.787631,49,8,17,19,0.091415,Sad,7.04,2.811043,0.392191,1.338487,3.831951,0.658016,0.187526,0.744789,28,0.254605,0.36792,0.01469,0.042794,0.020724,0.098491,0.612495,ddc871aa.json,Neutral,0.101872,263.134405,883.02537,cheating,16,3,0.925403,1,8.657232,442,3
1a421f37,1.970637,89.561231,-30.156017,45.111749,1.236395,49,0,44,21,0.322212,Neutral,6.78,2.234601,0.680483,2.348141,0.91422,0.612222,0.082609,0.947508,248,0.981307,0.294722,0.028633,0.114333,0.000121,0.006875,0.31089,e4ceffcc.json,Sad,0.756325,295.421723,11561.954581,cheating,18,6,0.87388,1,6.266923,508,8
9d745045,2.304607,79.441293,-37.083753,45.521313,1.698821,13,22,26,25,0.336136,Neutral,4.99,0.864691,0.418601,0.961268,2.394812,0.314036,0.414601,0.831013,584,0.955303,0.610573,0.118496,0.119944,0.169672,0.161569,0.389369,ba3ef317.json,Neutral,0.880059,91.05597,1542.26548,cheating,9,1,0.90542,0,8.190833,552,6
0f55f13f,1.284272,92.319846,-34.08867,10.234659,1.933194,42,16,10,14,0.217625,Sad,0.84,2.623032,0.08729,2.311047,1.543993,0.240935,0.809391,0.440496,126,0.762408,0.584328,0.117008,0.004029,0.100674,0.16195,0.737778,a077bed8.json,Happy,0.686044,90.83991,17582.309345,cheating,31,1,0.913913,0,9.743431,318,7
44748fc9,2.127343,88.408907,-36.661795,13.495915,1.573862,30,47,21,5,0.375098,Happy,6.83,0.412688,0.171831,0.516608,3.453902,0.7336,0.392736,0.883214,530,0.530149,0.70381,0.059373,0.1985,0.075828,0.19065,0.626211,430c0b51.json,Neutral,0.577697,184.017849,8465.478145,cheating,15,8,0.841263,0,3.500296,84,16
8b98b3dc,0.962232,76.107711,-38.654284,53.860906,1.116426,35,49,36,20,0.421089,Happy,8.13,1.546577,0.572384,0.811245,1.919804,0.584822,0.865864,0.535342,79,0.671913,0.282831,0.015385,0.104729,0.042249,0.075518,0.347097,1c6a07e1.json,Happy,0.767626,256.32553,12468.685,cheating,26,5,0.902418,0,5.577451,448,7
6576abb6,2.895436,98.548176,-35.160593,71.001766,0.827097,6,7,17,24,0.539906,Angry,8.36,0.741326,0.571197,1.21488,2.428935,0.201701,0.855306,0.087423,119,0.4906,0.389883,0.025898,0.105363,0.042341,0.046766,0.47474,df415704.json,Sad,0.677104,279.447001,10048.928156,cheating,22,0,0.985065,1,6.238391,514,16
1c2df7d7,2.232411,76.325046,-44.740122,20.336874,0.463269,24,17,39,2,0.057571,Happy,3.1,0.263134,0.878544,0.841717,3.772229,0.995138,0.36816,0.176141,320,0.805239,0.686335,0.111323,0.127598,0.02102,0.052002,0.350489,a5194e80.json,Sad,0.584527,51.265641,7488.942165,cheating,33,3,0.952644,0,5.321999,588,16
5e617adb,0.93383,79.701841,-42.876091,73.976084,0.707406,50,34,39,1,0.173333,Happy,0.4,0.726842,0.353742,2.363248,2.377925,0.501748,0.983132,0.910413,460,0.002985,0.52338,0.030444,0.14435,0.176548,0.051823,0.445555,d783f766.json,Sad,0.346761,263.758766,18811.637596,cheating,32,7,0.80364,0,8.005734,190,6
988ac3c9,1.479668,75.458065,-31.143923,-67.844863,1.521386,6,30,1,17,0.183214,Neutral,1.73,1.358309,0.847417,2.925378,1.934561,0.946868,0.236362,0.967273,377,0.492951,0.458531,0.034915,0.133728,0.065839,0.189526,0.378606,3cea823e.json,Sad,0.12099,234.821989,2041.094317,cheating,4,6,0.938437,1,9.119462,278,10
f5d3a270,0.719923,79.468051,-37.381429,53.823826,0.77308,41,6,8,13,0.279491,Neutral,5.64,2.836067,0.635288,2.807775,2.804253,0.4951,0.343106,0.725301,523,0.00833,0.719558,0.093508,0.028316,0.052828,0.031615,0.38276,7281db11.json,Neutral,0.514684,202.008782,5667.426719,cheating,12,8,0.915393,0,8.805607,503,17
baaf4778,0.652846,69.880548,-33.565689,-78.352047,2.450023,3,2,5,0,0.369738,Happy,3.83,0.638003,0.400316,0.903489,1.050767,0.581638,0.841902,0.071627,197,0.178748,0.322594,0.046791,0.15875,0.136011,0.044118,0.421019,749d73df.json,Happy,0.513991,176.724032,14671.50851,cheating,4,4,0.893434,0,6.272961,259,12
e3d8cf92,2.184878,60.794646,-41.958745,-8.309406,2.023164,11,25,4,2,0.226388,Happy,3.67,1.835763,0.832596,1.666605,2.163806,0.784727,0.177346,0.903009,474,0.221391,0.29724,0.167992,0.17245,0.051833,0.100885,0.538989,14a0c994.json,Neutral,0.21151,85.913505,15307.635948,cheating,25,1,0.969719,1,4.001742,146,18
a1abc0d5,2.237679,61.489924,-36.76971,117.719503,1.080285,47,20,11,6,0.445867,Happy,5.4,1.217528,0.718026,1.346524,0.972395,0.008582,0.750314,0.106133,127,0.109282,0.633075,0.127801,0.102359,0.163089,0.161969,0.51661,8c82028c.json,Sad,0.247379,288.533143,12373.429372,cheating,3,1,0.810311,0,5.538638,344,4
43ff0eff,1.560213,60.259223,-36.119325,0.671239,0.445203,37,24,41,3,0.145342,Neutral,0.29,2.436251,0.465278,1.76682,3.964637,0.662238,0.650961,0.218307,121,0.258448,0.772038,0.082824,0.051903,0.120884,0.098612,0.46449,71549038.json,Sad,0.898999,178.570387,19064.505214,cheating,26,7,0.835331,0,9.421742,560,2
b36347f5,0.863563,87.34014,-40.214385,36.425936,0.451393,19,39,31,4,0.388915,Angry,8.27,0.871383,0.603466,0.527485,3.434914,0.611185,0.391895,0.206855,375,0.381224,0.2088,0.057741,0.187506,0.067399,0.132656,0.574454,02afde1f.json,Neutral,0.904773,203.160623,11828.850019,cheating,8,0,0.883977,0,2.59068,47,12
cdfffff7,2.430915,87.549224,-44.966557,32.672837,2.004681,47,12,1,2,0.337005,Neutral,4.56,1.885823,0.406597,0.624729,1.623808,0.22467,0.676787,0.136644,203,0.851632,0.132463,0.024737,0.022354,0.179398,0.029076,0.775774,f2b9e698.json,Sad,0.113896,145.277793,5411.985529,cheating,8,3,0.96397,1,2.776108,500,15
